Likely running on a server
torch.Size([5000, 1, 32, 32]) torch.Size([5000, 1, 16])
Counter({1: 2544, 0: 2456})
Training without regularization on abnormal samples...
1964 492
No Spectra encoder checkpoints loaded.
No CT scan encoder checkpoints loaded.
Epoch 49  | Train Loss: -5.21047 | Corr: 5.21047
Epoch 49  | Eval Loss: -4.28230 | Corr: 4.28230
Epoch 99  | Train Loss: -5.50842 | Corr: 5.50842
Epoch 99  | Eval Loss: -4.23568 | Corr: 4.23568
Epoch 149 | Train Loss: -5.75274 | Corr: 5.75274
Epoch 149 | Eval Loss: -4.38512 | Corr: 4.38512
Epoch 199 | Train Loss: -5.83736 | Corr: 5.83736
Epoch 199 | Eval Loss: -4.39056 | Corr: 4.39056
Epoch 249 | Train Loss: -5.89595 | Corr: 5.89595
Epoch 249 | Eval Loss: -4.37662 | Corr: 4.37662
Epoch 299 | Train Loss: -5.85606 | Corr: 5.85606
Epoch 299 | Eval Loss: -4.32232 | Corr: 4.32232
Epoch 349 | Train Loss: -5.90852 | Corr: 5.90852
Epoch 349 | Eval Loss: -4.38057 | Corr: 4.38057
Epoch 399 | Train Loss: -5.92866 | Corr: 5.92866
Epoch 399 | Eval Loss: -4.34717 | Corr: 4.34717
Epoch 449 | Train Loss: -5.92454 | Corr: 5.92454
Epoch 449 | Eval Loss: -4.38070 | Corr: 4.38070
Epoch 499 | Train Loss: -5.92475 | Corr: 5.92475
Epoch 499 | Eval Loss: -4.36984 | Corr: 4.36984
