Likely running on a server
torch.Size([5000, 1, 32, 32]) torch.Size([5000, 1, 16])
Counter({1: 2544, 0: 2456})
Training without regularization on abnormal samples...
1964 492
No Spectra encoder checkpoints loaded.
No CT scan encoder checkpoints loaded.
Epoch 49  | Train Loss: -4.51504 | Corr: 4.51504
Epoch 49  | Eval Loss: -3.34644 | Corr: 3.34644
Epoch 99  | Train Loss: -5.61275 | Corr: 5.61275
Epoch 99  | Eval Loss: -3.49422 | Corr: 3.49422
Epoch 149 | Train Loss: -5.71636 | Corr: 5.71636
Epoch 149 | Eval Loss: -3.64443 | Corr: 3.64443
Epoch 199 | Train Loss: -5.84024 | Corr: 5.84024
Epoch 199 | Eval Loss: -3.59155 | Corr: 3.59155
Epoch 249 | Train Loss: -5.92262 | Corr: 5.92262
Epoch 249 | Eval Loss: -3.55318 | Corr: 3.55318
Epoch 299 | Train Loss: -5.95404 | Corr: 5.95404
Epoch 299 | Eval Loss: -3.62029 | Corr: 3.62029
Epoch 349 | Train Loss: -5.93918 | Corr: 5.93918
Epoch 349 | Eval Loss: -3.52042 | Corr: 3.52042
Epoch 399 | Train Loss: -5.97613 | Corr: 5.97613
Epoch 399 | Eval Loss: -3.62233 | Corr: 3.62233
Epoch 449 | Train Loss: -5.92746 | Corr: 5.92746
Epoch 449 | Eval Loss: -3.59675 | Corr: 3.59675
Epoch 499 | Train Loss: -5.99241 | Corr: 5.99241
Epoch 499 | Eval Loss: -3.57858 | Corr: 3.57858
