Likely running on a server
torch.Size([5000, 1, 32, 32]) torch.Size([5000, 1, 16])
Counter({1: 2544, 0: 2456})
Training without regularization on abnormal samples...
1964 492
No Spectra encoder checkpoints loaded.
No CT scan encoder checkpoints loaded.
Epoch 49  | Train Loss: -4.96891 | Corr: 4.96891
Epoch 49  | Eval Loss: -4.02667 | Corr: 4.02667
Epoch 99  | Train Loss: -5.51489 | Corr: 5.51489
Epoch 99  | Eval Loss: -4.06985 | Corr: 4.06985
Epoch 149 | Train Loss: -5.66809 | Corr: 5.66809
Epoch 149 | Eval Loss: -4.15647 | Corr: 4.15647
Epoch 199 | Train Loss: -5.82420 | Corr: 5.82420
Epoch 199 | Eval Loss: -4.16906 | Corr: 4.16906
Epoch 249 | Train Loss: -5.87948 | Corr: 5.87948
Epoch 249 | Eval Loss: -4.19518 | Corr: 4.19518
Epoch 299 | Train Loss: -5.92236 | Corr: 5.92236
Epoch 299 | Eval Loss: -4.15035 | Corr: 4.15035
Epoch 349 | Train Loss: -5.93402 | Corr: 5.93402
Epoch 349 | Eval Loss: -4.17804 | Corr: 4.17804
Epoch 399 | Train Loss: -5.94130 | Corr: 5.94130
Epoch 399 | Eval Loss: -4.19937 | Corr: 4.19937
Epoch 449 | Train Loss: -5.94438 | Corr: 5.94438
Epoch 449 | Eval Loss: -4.20542 | Corr: 4.20542
Epoch 499 | Train Loss: -5.92970 | Corr: 5.92970
Epoch 499 | Eval Loss: -4.23220 | Corr: 4.23220
